source,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
educaweb,infantil,Universidad Loyola,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Pontificia Comillas,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Rey Juan Carlos,Unknown,public,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Villanueva,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidade da Coruña,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidade de Vigo,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat Autònoma de Barcelona,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat CEU Abat Oliba,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat de Barcelona,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat de Girona,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat de les Illes Balears,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat de Lleida,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat de Vic,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat Internacional de Catalunya,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat Ramon Llull,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat Rovira i Virgili,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad San Jorge,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Isabel I,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Nacional de Educación a Distancia,Unknown,unknown,online,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat Internacional Valenciana,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad de Navarra,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Pública de Navarra,Unknown,public,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad de Deusto,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Camilo José Cela,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Católica de Valencia San Vicente Mártir,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad de Alicante,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
